Symphony $<text> $<selection> 3.6.0 $<started_on> $<tuesday:u>, $<june:u> 8, 2021, 12:43 PM
$(3091)KCAT.
$(3090)
$(1232)
$(1239)
$(3093)
20210608124352 BRS/Search-Engine v.62 started for seltext1
  1 records found for #572: "991042735566138".NM02.
  1 records found for #574: "991042735602864".NM02.
  1 records found for #576: "991042735614778".NM02.
  1 records found for #578: "991042735614824".NM02.
  1 records found for #580: "991042735676356".NM02.
  0 records found for #581: "991042736627448".NM02.
  1 records found for #583: "991042736640404".NM02.
  1 records found for #585: "991042736659828".NM02.
  1 records found for #587: "991042736698648".NM02.
  0 records found for #588: "991042736709392".NM02.
  1 records found for #590: "991042736715866".NM02.
  1 records found for #592: "991042736723396".NM02.
  1 records found for #594: "991042736751424".NM02.
  0 records found for #595: "991042736757896".NM02.
  1 records found for #597: "991042736764436".NM02.
  1 records found for #599: "991042736780596".NM02.
  1 records found for #601: "991042736802200".NM02.
  1 records found for #603: "991042736824830".NM02.
  1 records found for #605: "991042736833438".NM02.
  1 records found for #607: "991042736837754".NM02.
  1 records found for #609: "991042736859248".NM02.
  1 records found for #611: "991042736865694".NM02.
  0 records found for #612: "991042736870036".NM02.
  0 records found for #613: "991042736871072".NM02.
  0 records found for #614: "991042736874352".NM02.
  1 records found for #616: "991042736874356".NM02.
  0 records found for #617: "991042736874376".NM02.
  0 records found for #618: "991042736876492".NM02.
  0 records found for #619: "991042736878636".NM02.
  1 records found for #621: "991042736882956".NM02.
  1 records found for #623: "991042736908804".NM02.
  1 records found for #625: "991042736908808".NM02.
  1 records found for #627: "991042736908830".NM02.
  1 records found for #629: "991042736909906".NM02.
  1 records found for #631: "991042736912016".NM02.
  1 records found for #633: "991042736912048".NM02.
  1 records found for #635: "991042736912054".NM02.
  1 records found for #637: "991042736913080".NM02.
  1 records found for #639: "991042736913094".NM02.
  1 records found for #641: "991042736917416".NM02.
  0 records found for #642: "991042736921748".NM02.
  0 records found for #643: "991042736930336".NM02.
  0 records found for #644: "991042736934612".NM02.
  1 records found for #646: "991042737542082".NM02.
  1 records found for #648: "991042737545186".NM02.
  1 records found for #650: "991042737565388".NM02.
  0 records found for #651: "991042737571850".NM02.
  0 records found for #652: "991042737587956".NM02.
  0 records found for #653: "991042737592228".NM02.
  0 records found for #654: "991042737593356".NM02.
  0 records found for #655: "991042737608418".NM02.
  0 records found for #656: "991042737610540".NM02.
  1 records found for #658: "991042737615900".NM02.
  1 records found for #660: "991042737619190".NM02.
  0 records found for #661: "991042737620226".NM02.
  1 records found for #663: "991042737621306".NM02.
  1 records found for #665: "991042737623472".NM02.
  1 records found for #667: "991042737623516".NM02.
  1 records found for #669: "991042737624566".NM02.
  1 records found for #671: "991042737624584".NM02.
  1 records found for #673: "991042737625632".NM02.
  1 records found for #675: "991042737625636".NM02.
  0 records found for #676: "991042737627772".NM02.
  0 records found for #677: "991042737627790".NM02.
  0 records found for #678: "991042737627818".NM02.
  1 records found for #680: "991042737627832".NM02.
  0 records found for #681: "991042737632074".NM02.
  1 records found for #683: "991042737650420".NM02.
  1 records found for #685: "991042737653642".NM02.
  1 records found for #687: "991042737653646".NM02.
  0 records found for #688: "991042737660106".NM02.
  0 records found for #689: "991042737660110".NM02.
  1 records found for #691: "991042737662280".NM02.
  1 records found for #693: "991042737671994".NM02.
  1 records found for #695: "991042737681738".NM02.
  1 records found for #697: "991042737697856".NM02.
  1 records found for #699: "991042737723790".NM02.
  1 records found for #701: "991042737742106".NM02.
  1 records found for #703: "991042737758260".NM02.
  1 records found for #705: "991042737786346".NM02.
  1 records found for #707: "991042737793864".NM02.
  1 records found for #709: "991042737797102".NM02.
  1 records found for #711: "991042737808934".NM02.
  1 records found for #713: "991042737829386".NM02.
  1 records found for #715: "991042737842292".NM02.
  1 records found for #717: "991042737842296".NM02.
  0 records found for #718: "991042737855210".NM02.
  1 records found for #720: "991042737856300".NM02.
  0 records found for #721: "991042739036400".NM02.
  0 records found for #722: "991042739038548".NM02.
  1 records found for #724: "991042739105314".NM02.
  1 records found for #726: "991042739145116".NM02.
  0 records found for #727: "991042739160242".NM02.
  1 records found for #729: "991042739168870".NM02.
  0 records found for #730: "991042739205504".NM02.
  0 records found for #731: "991042739211962".NM02.
  1 records found for #733: "991042739213052".NM02.
  1 records found for #735: "991042739213056".NM02.
  1 records found for #737: "991042739218428".NM02.
  1 records found for #739: "991042739234624".NM02.
  1 records found for #741: "991042739258264".NM02.
  0 records found for #742: "991042739278736".NM02.
  1 records found for #744: "991042739278784".NM02.
  0 records found for #745: "991042739287370".NM02.
  1 records found for #747: "991042739336896".NM02.
  1 records found for #749: "991042739339094".NM02.
  1 records found for #751: "991042739350970".NM02.
  1 records found for #753: "991042739371416".NM02.
  1 records found for #755: "991042739374646".NM02.
  1 records found for #757: "991042740212130".NM02.
  1 records found for #759: "991042740215332".NM02.
  1 records found for #761: "991042740221684".NM02.
  1 records found for #763: "991042740264458".NM02.
  0 records found for #764: "991042740264464".NM02.
  1 records found for #766: "991042740368052".NM02.
  1 records found for #768: "991042740417750".NM02.
  1 records found for #770: "991042740432846".NM02.
  0 records found for #771: "991042740446942".NM02.
  0 records found for #772: "991042740450186".NM02.
  1 records found for #774: "991042740453426".NM02.
  0 records found for #775: "991042740458766".NM02.
  1 records found for #777: "991042740474960".NM02.
  1 records found for #779: "991042740503038".NM02.
  1 records found for #781: "991042740519232".NM02.
  1 records found for #783: "991042740530056".NM02.
  1 records found for #785: "991042740531142".NM02.
  1 records found for #787: "991042741082848".NM02.
  1 records found for #789: "991042741094326".NM02.
  1 records found for #791: "991042741094346".NM02.
  1 records found for #793: "991042741113522".NM02.
  1 records found for #795: "991042741115660".NM02.
  1 records found for #797: "991042741122054".NM02.
  1 records found for #799: "991042741128462".NM02.
  1 records found for #801: "991042741145486".NM02.
  1 records found for #803: "991042741146558".NM02.
  1 records found for #805: "991042741146560".NM02.
  1 records found for #807: "991042741146562".NM02.
  1 records found for #809: "991042741170202".NM02.
  1 records found for #811: "991042741187266".NM02.
  1 records found for #813: "991042741195850".NM02.
  1 records found for #815: "991042741211970".NM02.
  0 records found for #816: "991042741221640".NM02.
  1 records found for #818: "991042741229076".NM02.
  1 records found for #820: "991042741232234".NM02.
  1 records found for #822: "991042741232236".NM02.
  1 records found for #824: "991042741250360".NM02.
  0 records found for #825: "991042741263252".NM02.
  1 records found for #827: "991042741264314".NM02.
  1 records found for #829: "991042741275042".NM02.
  1 records found for #831: "991042741311622".NM02.
  1 records found for #833: "991042741313832".NM02.
  1 records found for #835: "991042741327778".NM02.
  1 records found for #837: "991042742023102".NM02.
  1 records found for #839: "991042742031338".NM02.
  1 records found for #841: "991042742038750".NM02.
  1 records found for #843: "991042742038762".NM02.
  1 records found for #845: "991042742045046".NM02.
  1 records found for #847: "991042742057728".NM02.
  1 records found for #849: "991042742076900".NM02.
  1 records found for #851: "991042742083258".NM02.
  1 records found for #853: "991042742083266".NM02.
  1 records found for #855: "991042742086438".NM02.
  1 records found for #857: "991042742091710".NM02.
  1 records found for #859: "991042742095934".NM02.
  1 records found for #861: "991042742095936".NM02.
  1 records found for #863: "991042742900628".NM02.
  1 records found for #865: "991042742916266".NM02.
  1 records found for #867: "991042742925716".NM02.
  1 records found for #869: "991042742950354".NM02.
  1 records found for #871: "991042742979142".NM02.
  1 records found for #873: "991042743006962".NM02.
  1 records found for #875: "991042743076648".NM02.
  1 records found for #877: "991042743123390".NM02.
  1 records found for #879: "991042743147652".NM02.
  1 records found for #881: "991042743158228".NM02.
  1 records found for #883: "991042743183784".NM02.
  1 records found for #885: "991042744302952".NM02.
  0 records found for #886: "991042744314616".NM02.
  1 records found for #888: "991042744353352".NM02.
  1 records found for #890: "991042744364056".NM02.
  1 records found for #892: "991042744371542".NM02.
  1 records found for #894: "991042744415524".NM02.
  1 records found for #896: "991042744454128".NM02.
  1 records found for #898: "991042744472182".NM02.
  1 records found for #900: "991042744494560".NM02.
  0 records found for #1: "991042744561934".NM02.
  1 records found for #3: "991042744569496".NM02.
  0 records found for #4: "991042744580202".NM02.
  0 records found for #5: "991042744593144".NM02.
  1 records found for #7: "991042745722080".NM02.
  1 records found for #9: "991042745736526".NM02.
  1 records found for #11: "991042745744026".NM02.
  1 records found for #13: "991042745789642".NM02.
  1 records found for #15: "991042745789644".NM02.
  1 records found for #17: "991042745797112".NM02.
  1 records found for #19: "991042745821590".NM02.
  1 records found for #21: "991042745846142".NM02.
  1 records found for #23: "991042745877236".NM02.
  1 records found for #25: "991042745932926".NM02.
  0 records found for #26: "991042745940446".NM02.
  1 records found for #28: "991042745943674".NM02.
  0 records found for #29: "991042745969334".NM02.
  1 records found for #31: "991042745976842".NM02.
  0 records found for #32: "991042745978984".NM02.
  1 records found for #34: "991042745986418".NM02.
  0 records found for #35: "991042745986470".NM02.
  0 records found for #36: "991042745990688".NM02.
  1 records found for #38: "991042745993880".NM02.
  1 records found for #40: "991042745997060".NM02.
  0 records found for #41: "991042746021720".NM02.
  1 records found for #43: "991042746805150".NM02.
  1 records found for #45: "991042746813350".NM02.
  1 records found for #47: "991042746852218".NM02.
  1 records found for #49: "991042746863818".NM02.
  1 records found for #51: "991042746880704".NM02.
  1 records found for #53: "991042746901908".NM02.
  1 records found for #55: "991042746953148".NM02.
  1 records found for #57: "991042746961730".NM02.
  1 records found for #59: "991042747000208".NM02.
  1 records found for #61: "991042747063284".NM02.
  1 records found for #63: "991042747068610".NM02.
  1 records found for #65: "991042747077112".NM02.
  1 records found for #67: "991042747079246".NM02.
  1 records found for #69: "991042747086758".NM02.
  1 records found for #71: "991042748120134".NM02.
  1 records found for #73: "991042748127440".NM02.
  1 records found for #75: "991042748131730".NM02.
  1 records found for #77: "991042748131744".NM02.
  1 records found for #79: "991042748181632".NM02.
  1 records found for #81: "991042748197652".NM02.
  0 records found for #82: "991042748198704".NM02.
  0 records found for #83: "991042748199830".NM02.
  0 records found for #84: "991042748210490".NM02.
  0 records found for #85: "991042748322658".NM02.
  1 records found for #87: "991042748341930".NM02.
  1 records found for #89: "991042748346226".NM02.
  0 records found for #90: "991042748354750".NM02.
  0 records found for #91: "991042748396508".NM02.
  1 records found for #93: "991042748399694".NM02.
  1 records found for #95: "991042748399698".NM02.
  1 records found for #97: "991042748402886".NM02.
  0 records found for #98: "991042749558482".NM02.
  1 records found for #100: "991042749558488".NM02.
  1 records found for #102: "991042749559514".NM02.
  1 records found for #104: "991042749594508".NM02.
  1 records found for #106: "991042749632422".NM02.
  1 records found for #108: "991042749647346".NM02.
  0 records found for #109: "991042749684856".NM02.
  1 records found for #111: "991042749693394".NM02.
  1 records found for #113: "991042749725562".NM02.
  1 records found for #115: "991042749770588".NM02.
  0 records found for #116: "991042749789842".NM02.
  1 records found for #118: "991042749798432".NM02.
  1 records found for #120: "991042749811184".NM02.
  0 records found for #121: "991042749830502".NM02.
  1 records found for #123: "991042749832644".NM02.
  1 records found for #125: "991042749834752".NM02.
  1 records found for #127: "991042749838954".NM02.
  0 records found for #128: "991042751167340".NM02.
  1 records found for #130: "991042751185228".NM02.
  0 records found for #131: "991042751238204".NM02.
  1 records found for #133: "991042751251048".NM02.
  1 records found for #135: "991042751262874".NM02.
  1 records found for #137: "991042751282146".NM02.
  1 records found for #139: "991042751359300".NM02.
  1 records found for #141: "991042751387186".NM02.
  1 records found for #143: "991042751425732".NM02.
  1 records found for #145: "991042751435316".NM02.
  1 records found for #147: "991042751436434".NM02.
  1 records found for #149: "991042752515520".NM02.
  1 records found for #151: "991042752515522".NM02.
  1 records found for #153: "991042752515570".NM02.
  1 records found for #155: "991042752515574".NM02.
  1 records found for #157: "991042752570628".NM02.
  1 records found for #159: "991042752571686".NM02.
  1 records found for #161: "991042752573814".NM02.
  1 records found for #163: "991042752620978".NM02.
  1 records found for #165: "991042752685296".NM02.
  1 records found for #167: "991042752724932".NM02.
  1 records found for #169: "991042752790110".NM02.
  1 records found for #171: "991042752794324".NM02.
  1 records found for #173: "991042753968002".NM02.
  1 records found for #175: "991042753972114".NM02.
  1 records found for #177: "991042753979474".NM02.
  1 records found for #179: "991042754035916".NM02.
  1 records found for #181: "991042754044416".NM02.
  1 records found for #183: "991042754048622".NM02.
  1 records found for #185: "991042754048652".NM02.
  0 records found for #186: "991042754052872".NM02.
  0 records found for #187: "991042754064690".NM02.
  1 records found for #189: "991042754065734".NM02.
  1 records found for #191: "991042754071140".NM02.
  1 records found for #193: "991042754078600".NM02.
  1 records found for #195: "991042754092598".NM02.
  0 records found for #196: "991042754095832".NM02.
  1 records found for #198: "991042754097990".NM02.
  1 records found for #200: "991042754135586".NM02.
  1 records found for #202: "991042754138782".NM02.
  1 records found for #204: "991042754158110".NM02.
  1 records found for #206: "991042754166666".NM02.
  1 records found for #208: "991042754171022".NM02.
  1 records found for #210: "991042754180732".NM02.
  0 records found for #211: "991042754210786".NM02.
  1 records found for #213: "1000000000000009".NM02.
  1 records found for #215: "1000000000017078".NM02.
  1 records found for #217: "1000000000017108".NM02.
  1 records found for #219: "1000000000017131".NM02.
  1 records found for #221: "1000000000017146".NM02.
  1 records found for #223: "1000000000017168".NM02.
  1 records found for #225: "1000000000017170".NM02.
  1 records found for #227: "1000000000017172".NM02.
  1 records found for #229: "1000000000017186".NM02.
  1 records found for #231: "1000000000017187".NM02.
  1 records found for #233: "1000000000017210".NM02.
  0 records found for #234: "1000000000017438".NM02.
  1 records found for #236: "1000000000018621".NM02.
  1 records found for #238: "1000000000018715".NM02.
  1 records found for #240: "1000000000018745".NM02.
  0 records found for #241: "1000000000018746".NM02.
  1 records found for #243: "1000000000018839".NM02.
  1 records found for #245: "1000000000018842".NM02.
  1 records found for #247: "1000000000019443".NM02.
  1 records found for #249: "1000000000019447".NM02.
  1 records found for #251: "1000000000019794".NM02.
  1 records found for #253: "1000000000019818".NM02.
  1 records found for #255: "1000000000019819".NM02.
  1 records found for #257: "1000000000019820".NM02.
  1 records found for #259: "1000000000020097".NM02.
  1 records found for #261: "1000000000020817".NM02.
  1 records found for #263: "1000000000020862".NM02.
  1 records found for #265: "1000000000020865".NM02.
  1 records found for #267: "1000000000020866".NM02.
  1 records found for #269: "1000000000020877".NM02.
  0 records found for #270: "1000000000020927".NM02.
  1 records found for #272: "1000000000020958".NM02.
  0 records found for #273: "1000000000021034".NM02.
  1 records found for #275: "1000000000021096".NM02.
  1 records found for #277: "1000000000021135".NM02.
  1 records found for #279: "1000000000021156".NM02.
  1 records found for #281: "1000000000021531".NM02.
  1 records found for #283: "1000000000021536".NM02.
  1 records found for #285: "1000000000021537".NM02.
  1 records found for #287: "1000000000021538".NM02.
  1 records found for #289: "1000000000021539".NM02.
  1 records found for #291: "1000000000022901".NM02.
  1 records found for #293: "1000000000022924".NM02.
  1 records found for #295: "1000000000022926".NM02.
  1 records found for #297: "1000000000022948".NM02.
  1 records found for #299: "1000000000022971".NM02.
  1 records found for #301: "1000000000023019".NM02.
  1 records found for #303: "1000000000023020".NM02.
  1 records found for #305: "1000000000023023".NM02.
  1 records found for #307: "1000000000023024".NM02.
  1 records found for #309: "1000000000023026".NM02.
  1 records found for #311: "1000000000024154".NM02.
  1 records found for #313: "1000000000024671".NM02.
  1 records found for #315: "1000000000024673".NM02.
  1 records found for #317: "1000000000024674".NM02.
  1 records found for #319: "1000000000024708".NM02.
  1 records found for #321: "1000000000024777".NM02.
  1 records found for #323: "1000000000024849".NM02.
  1 records found for #325: "1000000000024850".NM02.
  1 records found for #327: "1000000000024868".NM02.
  1 records found for #329: "1000000000025018".NM02.
  1 records found for #331: "1000000000025019".NM02.
  1 records found for #333: "1000000000025028".NM02.
  1 records found for #335: "1000000000025107".NM02.
  1 records found for #337: "1000000000025108".NM02.
  1 records found for #339: "1000000000025112".NM02.
  1 records found for #341: "1000000000025114".NM02.
  1 records found for #343: "1000000000025138".NM02.
  1 records found for #345: "1000000000025374".NM02.
  1 records found for #347: "1000000000025453".NM02.
  1 records found for #349: "1000000000025489".NM02.
  0 records found for #350: "1000000000025490".NM02.
  1 records found for #352: "1000000000025492".NM02.
  0 records found for #353: "1000000000025493".NM02.
  1 records found for #355: "1000000000025494".NM02.
  1 records found for #357: "1000000000025495".NM02.
  1 records found for #359: "1000000000025501".NM02.
  1 records found for #361: "1000000000025520".NM02.
  1 records found for #363: "1000000000025578".NM02.
  1 records found for #365: "1000000000025854".NM02.
  1 records found for #367: "1000000000025856".NM02.
  1 records found for #369: "1000000000025862".NM02.
  1 records found for #371: "1000000000025863".NM02.
  1 records found for #373: "1000000000025864".NM02.
  1 records found for #375: "1000000000025865".NM02.
  1 records found for #377: "1000000000025884".NM02.
  1 records found for #379: "1000000000025886".NM02.
  1 records found for #381: "1000000000026361".NM02.
  1 records found for #383: "1000000000026433".NM02.
  1 records found for #385: "1000000000026434".NM02.
  1 records found for #387: "1000000000026442".NM02.
  1 records found for #389: "1000000000026443".NM02.
  1 records found for #391: "1000000000026444".NM02.
  1 records found for #393: "1000000000026468".NM02.
  1 records found for #395: "1000000000026525".NM02.
  1 records found for #397: "1000000000033756".NM02.
  1 records found for #399: "1000000000033762".NM02.
  1 records found for #401: "1000000000033795".NM02.
  1 records found for #403: "1000000000033799".NM02.
  1 records found for #405: "1000000000033853".NM02.
  1 records found for #407: "1000000000033870".NM02.
  1 records found for #409: "1000000000033909".NM02.
  1 records found for #411: "1000000000033921".NM02.
  0 records found for #412: "1000000000033977".NM02.
  1 records found for #414: "1000000000035042".NM02.
  1 records found for #416: "1000000000035071".NM02.
  1 records found for #418: "1000000000044525".NM02.
  1 records found for #420: "1000000000045926".NM02.
  0 records found for #421: "1000000000107480".NM02.
  1 records found for #423: "1000000000107555".NM02.
  0 records found for #424: "1000000000107605".NM02.
  0 records found for #425: "1000000000107619".NM02.
  0 records found for #426: "1000000000107754".NM02.
  1 records found for #428: "1000000000210213".NM02.
  1 records found for #430: "1000000000210306".NM02.
  1 records found for #432: "1000000000210310".NM02.
  1 records found for #434: "1000000000210561".NM02.
  1 records found for #436: "1000000000210569".NM02.
  1 records found for #438: "1000000000210629".NM02.
  1 records found for #440: "1000000000210729".NM02.
  1 records found for #442: "1000000000210759".NM02.
  0 records found for #443: "1000000000214808".NM02.
  0 records found for #444: "1000000000214826".NM02.
  1 records found for #446: "1000000000214828".NM02.
  1 records found for #448: "1000000000214899".NM02.
  1 records found for #450: "1000000000215092".NM02.
  1 records found for #452: "1000000000215174".NM02.
  0 records found for #453: "1000000000215176".NM02.
  1 records found for #455: "1000000000215253".NM02.
  1 records found for #457: "1000000000215256".NM02.
  1 records found for #459: "1000000000215308".NM02.
  0 records found for #460: "1000000000215392".NM02.
  0 records found for #461: "1000000000215603".NM02.
  0 records found for #462: "1000000000215683".NM02.
  1 records found for #464: "1000000000215699".NM02.
  1 records found for #466: "1000000000215768".NM02.
  0 records found for #467: "1000000000216062".NM02.
  1 records found for #469: "1000000000216429".NM02.
  1 records found for #471: "1000000000216770".NM02.
  1 records found for #473: "1000000000216854".NM02.
  1 records found for #475: "1000000000216855".NM02.
  1 records found for #477: "1000000000216856".NM02.
  1 records found for #479: "1000000000216859".NM02.
  1 records found for #481: "1000000000216860".NM02.
  1 records found for #483: "1000000000216862".NM02.
  1 records found for #485: "1000000000216863".NM02.
  1 records found for #487: "1000000000216865".NM02.
  1 records found for #489: "1000000000216867".NM02.
  1 records found for #491: "1000000000216869".NM02.
  1 records found for #493: "1000000000216870".NM02.
  1 records found for #495: "1000000000216871".NM02.
  1 records found for #497: "1000000000216901".NM02.
  0 records found for #498: "1000000000217040".NM02.
  0 records found for #499: "1000000000217059".NM02.
  0 records found for #500: "1000000000217186".NM02.
  1 records found for #502: "1000000000217938".NM02.
  1 records found for #504: "1000000000218446".NM02.
  1 records found for #506: "1000000000219618".NM02.
  1 records found for #508: "1000000000219623".NM02.
  1 records found for #510: "1000000000219757".NM02.
  1 records found for #512: "1000000000219773".NM02.
  1 records found for #514: "1000000000219957".NM02.
  0 records found for #515: "1000000000219976".NM02.
  0 records found for #516: "1000000000220356".NM02.
  1 records found for #518: "1000000000220404".NM02.
  1 records found for #520: "1000000000220405".NM02.
  1 records found for #522: "1000000000220406".NM02.
  1 records found for #524: "1000000000220416".NM02.
  0 records found for #525: "1000000000221259".NM02.
  1 records found for #527: "1000000000221263".NM02.
  1 records found for #529: "1000000000221281".NM02.
  1 records found for #531: "1000000000221284".NM02.
  1 records found for #533: "1000000000221313".NM02.
  1 records found for #535: "1000000000221360".NM02.
  1 records found for #537: "1000000000221455".NM02.
  1 records found for #539: "1000000000221503".NM02.
  1 records found for #541: "1000000000221504".NM02.
  1 records found for #543: "1000000000221577".NM02.
  1 records found for #545: "1000000000221578".NM02.
  1 records found for #547: "1000000000221605".NM02.
  1 records found for #549: "1000000000221711".NM02.
  1 records found for #551: "1000000000221735".NM02.
  1 records found for #553: "1000000000221757".NM02.
  1 records found for #555: "1000000000221777".NM02.
  1 records found for #557: "1000000000221872".NM02.
  1 records found for #559: "1000000000221928".NM02.
  1 records found for #561: "1000000000221967".NM02.
  1 records found for #563: "1000000000222005".NM02.
  1 records found for #565: "1000000000222024".NM02.
  1 records found for #567: "1000000000222042".NM02.
  1 records found for #569: "1000000000222155".NM02.
  1 records found for #571: "1000000000222209".NM02.
  0 records found for #572: "1000000000222267".NM02.
  1 records found for #574: "1000000000222303".NM02.
  1 records found for #576: "1000000000222308".NM02.
  1 records found for #578: "1000000000222361".NM02.
  0 records found for #579: "1000000000222502".NM02.
  1 records found for #581: "1000000000222531".NM02.
  0 records found for #582: "1000000000222562".NM02.
  1 records found for #584: "1000000000222583".NM02.
  1 records found for #586: "1000000000222719".NM02.
  1 records found for #588: "1000000000222720".NM02.
  1 records found for #590: "1000000000222724".NM02.
  1 records found for #592: "1000000000222768".NM02.
  1 records found for #594: "1000000000222770".NM02.
  0 records found for #595: "1000000000222792".NM02.
  0 records found for #596: "1000000000222864".NM02.
  1 records found for #598: "1000000000222881".NM02.
  1 records found for #600: "1000000000222913".NM02.
  1 records found for #602: "1000000000223345".NM02.
  0 records found for #603: "1000000000223395".NM02.
  0 records found for #604: "1000000000223396".NM02.
  1 records found for #606: "1000000000223764".NM02.
  1 records found for #608: "1000000000223774".NM02.
  1 records found for #610: "1000000000223775".NM02.
  1 records found for #612: "1000000000223778".NM02.
  1 records found for #614: "1000000000223818".NM02.
  1 records found for #616: "1000000000223916".NM02.
  1 records found for #618: "1000000000223978".NM02.
  1 records found for #620: "1000000000224089".NM02.
  1 records found for #622: "1000000000224179".NM02.
  1 records found for #624: "1000000000226908".NM02.
  1 records found for #626: "1000000000226912".NM02.
  1 records found for #628: "1000000000226923".NM02.
  1 records found for #630: "1000000000226945".NM02.
  1 records found for #632: "1000000000226964".NM02.
  0 records found for #633: "1000000000238197".NM02.
  1 records found for #635: "1000000000238460".NM02.
  1 records found for #637: "1000000000238472".NM02.
  1 records found for #639: "1000000000238476".NM02.
  1 records found for #641: "1000000000238497".NM02.
  1 records found for #643: "1000000000238498".NM02.
  1 records found for #645: "1000000000238506".NM02.
  0 records found for #646: "1000000000238749".NM02.
  1 records found for #648: "1000000000238755".NM02.
  0 records found for #649: "1000000000238757".NM02.
  1 records found for #651: "1000000000238758".NM02.
  0 records found for #652: "1000000000238766".NM02.
  1 records found for #654: "1000000000238768".NM02.
  1 records found for #656: "1000000000238772".NM02.
  1 records found for #658: "1000000000238777".NM02.
  1 records found for #660: "1000000000238785".NM02.
  1 records found for #662: "1000000000238856".NM02.
  1 records found for #664: "1000000000238896".NM02.
  1 records found for #666: "1000000000238960".NM02.
  1 records found for #668: "1000000000238968".NM02.
  1 records found for #670: "1000000000238977".NM02.
  1 records found for #672: "1000000000239021".NM02.
  1 records found for #674: "1000000000239043".NM02.
  1 records found for #676: "1000000000239047".NM02.
  1 records found for #678: "1000000000239780".NM02.
  1 records found for #680: "1000000000239785".NM02.
  1 records found for #682: "1000000000240288".NM02.
  1 records found for #684: "1000000000256377".NM02.
  1 records found for #686: "1000000000256383".NM02.
  1 records found for #688: "1000000000256384".NM02.
  1 records found for #690: "1000000000256385".NM02.
  1 records found for #692: "1000000000256974".NM02.
  1 records found for #694: "1000000000256982".NM02.
  1 records found for #696: "1000000000257295".NM02.
  1 records found for #698: "1000000000257398".NM02.
  1 records found for #700: "1000000000258944".NM02.
  1 records found for #702: "1000000000258986".NM02.
  1 records found for #704: "1000000000259013".NM02.
  1 records found for #706: "1000000000259074".NM02.
  1 records found for #708: "1000000000259100".NM02.
  0 records found for #709: "1000000000261960".NM02.
  1 records found for #711: "1000000000261964".NM02.
  1 records found for #713: "1000000000262400".NM02.
  1 records found for #715: "1000000000262479".NM02.
  1 records found for #717: "1000000000262614".NM02.
  1 records found for #719: "1000000000262821".NM02.
  1 records found for #721: "1000000000262822".NM02.
  0 records found for #722: "1000000000263169".NM02.
  1 records found for #724: "1000000000263383".NM02.
  1 records found for #726: "1000000000264801".NM02.
  1 records found for #728: "1000000000265441".NM02.
  1 records found for #730: "1000000000265527".NM02.
  1 records found for #732: "1000000000265823".NM02.
  1 records found for #734: "1000000000265824".NM02.
  1 records found for #736: "1000000000267091".NM02.
  1 records found for #738: "1000000000267327".NM02.
  1 records found for #740: "1000000000267734".NM02.
  1 records found for #742: "1000000000267832".NM02.
  1 records found for #744: "1000000000269521".NM02.
  1 records found for #746: "1000000000269524".NM02.
  1 records found for #748: "1000000000269530".NM02.
  1 records found for #750: "1000000000269956".NM02.
  1 records found for #752: "1000000000269957".NM02.
  1 records found for #754: "1000000000271038".NM02.
  1 records found for #756: "1000000000272827".NM02.
  1 records found for #758: "1000000000272982".NM02.
  1 records found for #760: "1000000000273292".NM02.
  1 records found for #762: "1000000000273688".NM02.
  1 records found for #764: "1000000000274081".NM02.
  1 records found for #766: "1000000000274229".NM02.
  1 records found for #768: "1000000000274232".NM02.
  1 records found for #770: "1000000000274615".NM02.
  1 records found for #772: "1000000000274650".NM02.
  1 records found for #774: "1000000000274712".NM02.
  1 records found for #776: "1000000000275921".NM02.
  1 records found for #778: "1000000000275981".NM02.
  1 records found for #780: "1000000000276069".NM02.
  1 records found for #782: "1000000000276869".NM02.
  1 records found for #784: "1000000000277017".NM02.
  1 records found for #786: "1000000000277063".NM02.
  1 records found for #788: "1000000000277314".NM02.
  1 records found for #790: "1000000000277330".NM02.
  1 records found for #792: "1000000000277332".NM02.
  1 records found for #794: "1000000000277334".NM02.
  1 records found for #796: "1000000000277335".NM02.
  1 records found for #798: "1000000000277404".NM02.
  1 records found for #800: "1000000000277408".NM02.
  1 records found for #802: "1000000000277409".NM02.
  1 records found for #804: "1000000000277416".NM02.
  1 records found for #806: "1000000000277428".NM02.
  1 records found for #808: "1000000000277434".NM02.
  1 records found for #810: "1000000000277438".NM02.
  0 records found for #811: "1000000000277487".NM02.
  1 records found for #813: "1000000000277539".NM02.
  1 records found for #815: "1000000000277685".NM02.
  1 records found for #817: "1000000000277713".NM02.
  1 records found for #819: "1000000000277734".NM02.
  1 records found for #821: "1000000000277747".NM02.
  1 records found for #823: "1000000000277769".NM02.
  1 records found for #825: "1000000000277770".NM02.
  1 records found for #827: "1000000000277771".NM02.
  1 records found for #829: "1000000000277773".NM02.
  1 records found for #831: "1000000000277775".NM02.
  1 records found for #833: "1000000000277776".NM02.
  1 records found for #835: "1000000000277777".NM02.
  1 records found for #837: "1000000000277859".NM02.
  1 records found for #839: "1000000000277996".NM02.
  1 records found for #841: "1000000000278476".NM02.
  1 records found for #843: "1000000000278489".NM02.
  1 records found for #845: "1000000000278518".NM02.
  1 records found for #847: "1000000000278520".NM02.
  1 records found for #849: "1000000000278535".NM02.
  1 records found for #851: "1000000000278729".NM02.
  1 records found for #853: "1000000000278738".NM02.
  1 records found for #855: "1000000000278776".NM02.
