Symphony $<text> $<selection> 3.6.0 $<started_on> $<wednesday:u>, $<june:u> 23, 2021, 11:18 AM
$(3091)KCAT.
$(3090)
$(1232)
$(1239)
$(3093)
20210623111807 BRS/Search-Engine v.62 started for seltext1
  1 records found for #575: "954925389239".NM02.
  1 records found for #577: "954925389240".NM02.
  1 records found for #579: "954925389241".NM02.
  1 records found for #581: "954925389242".NM02.
  1 records found for #583: "954925389243".NM02.
  1 records found for #585: "954925389244".NM02.
  1 records found for #587: "954925389247".NM02.
  1 records found for #589: "954925389248".NM02.
  1 records found for #591: "954925389249".NM02.
  1 records found for #593: "954925390250".NM02.
  1 records found for #595: "954925390251".NM02.
  1 records found for #597: "954925390252".NM02.
  1 records found for #599: "954925390253".NM02.
  1 records found for #601: "954925390256".NM02.
  1 records found for #603: "954925390257".NM02.
  1 records found for #605: "954925390258".NM02.
  1 records found for #607: "954925390259".NM02.
  0 records found for #608: "954925390260".NM02.
  1 records found for #610: "954925390262".NM02.
  1 records found for #612: "954925390265".NM02.
  1 records found for #614: "954925390266".NM02.
  1 records found for #616: "954925390267".NM02.
  1 records found for #618: "954925390268".NM02.
  1 records found for #620: "954925390269".NM02.
  1 records found for #622: "954925390270".NM02.
  1 records found for #624: "954925390271".NM02.
  1 records found for #626: "954925390272".NM02.
  1 records found for #628: "954925390273".NM02.
  1 records found for #630: "954925390274".NM02.
  1 records found for #632: "954925390275".NM02.
  1 records found for #634: "954925390276".NM02.
  1 records found for #636: "954925390277".NM02.
  1 records found for #638: "954925390278".NM02.
  1 records found for #640: "954925391279".NM02.
  1 records found for #642: "954925391280".NM02.
  1 records found for #644: "954925391281".NM02.
  1 records found for #646: "954925391282".NM02.
  1 records found for #648: "954925391283".NM02.
  1 records found for #650: "954925391284".NM02.
  1 records found for #652: "954925391286".NM02.
  1 records found for #654: "954925391287".NM02.
  1 records found for #656: "954925391288".NM02.
  1 records found for #658: "954925391289".NM02.
  1 records found for #660: "954925391290".NM02.
  1 records found for #662: "954925391291".NM02.
  1 records found for #664: "954925391292".NM02.
  1 records found for #666: "954925391293".NM02.
  1 records found for #668: "954925391294".NM02.
  1 records found for #670: "954925391295".NM02.
  1 records found for #672: "954925391296".NM02.
  1 records found for #674: "954925391297".NM02.
  1 records found for #676: "954925391298".NM02.
  1 records found for #678: "954925391299".NM02.
  1 records found for #680: "954925391300".NM02.
  1 records found for #682: "954925391301".NM02.
  1 records found for #684: "954925391302".NM02.
  1 records found for #686: "954925391303".NM02.
  1 records found for #688: "954925391304".NM02.
  1 records found for #690: "954925391306".NM02.
  1 records found for #692: "954925392307".NM02.
  1 records found for #694: "954925392308".NM02.
  1 records found for #696: "954925392309".NM02.
  1 records found for #698: "954925392310".NM02.
  1 records found for #700: "954925392311".NM02.
  1 records found for #702: "954925392312".NM02.
  1 records found for #704: "954925392313".NM02.
  1 records found for #706: "954925392314".NM02.
  1 records found for #708: "954925392315".NM02.
  1 records found for #710: "954925392316".NM02.
  1 records found for #712: "954925392317".NM02.
  1 records found for #714: "954925392318".NM02.
  1 records found for #716: "954925392319".NM02.
  1 records found for #718: "954925392320".NM02.
  1 records found for #720: "954925392321".NM02.
  1 records found for #722: "954925392322".NM02.
  1 records found for #724: "954925392323".NM02.
  1 records found for #726: "954925392324".NM02.
  1 records found for #728: "954925392325".NM02.
  1 records found for #730: "954925392326".NM02.
  1 records found for #732: "954925392327".NM02.
  1 records found for #734: "954925392328".NM02.
  1 records found for #736: "954925392329".NM02.
  1 records found for #738: "954925392330".NM02.
  1 records found for #740: "954925392331".NM02.
  1 records found for #742: "954925392332".NM02.
  1 records found for #744: "954925392333".NM02.
  1 records found for #746: "954925392334".NM02.
  1 records found for #748: "954925393335".NM02.
  1 records found for #750: "954925393336".NM02.
  1 records found for #752: "954925393337".NM02.
  1 records found for #754: "954925393338".NM02.
  1 records found for #756: "954925393339".NM02.
  1 records found for #758: "954925393340".NM02.
  1 records found for #760: "954925393341".NM02.
  1 records found for #762: "954925393342".NM02.
  1 records found for #764: "954925393343".NM02.
  1 records found for #766: "954925393344".NM02.
  1 records found for #768: "954925393345".NM02.
  1 records found for #770: "954925393346".NM02.
  1 records found for #772: "954925393347".NM02.
  1 records found for #774: "954925393349".NM02.
  1 records found for #776: "954925393350".NM02.
  1 records found for #778: "954925393351".NM02.
  1 records found for #780: "954925393352".NM02.
  1 records found for #782: "954925393353".NM02.
  1 records found for #784: "954925393354".NM02.
  1 records found for #786: "954925393355".NM02.
  1 records found for #788: "954925393356".NM02.
  1 records found for #790: "954925393357".NM02.
  1 records found for #792: "954925393358".NM02.
  1 records found for #794: "954925393359".NM02.
  1 records found for #796: "954925393360".NM02.
  1 records found for #798: "954925393361".NM02.
  1 records found for #800: "954925393362".NM02.
  1 records found for #802: "954925394363".NM02.
  1 records found for #804: "954925394365".NM02.
  1 records found for #806: "954925394366".NM02.
  1 records found for #808: "954925394367".NM02.
  1 records found for #810: "954925394368".NM02.
  1 records found for #812: "954925394369".NM02.
  1 records found for #814: "954925394370".NM02.
  1 records found for #816: "954925394371".NM02.
  1 records found for #818: "954925394373".NM02.
  1 records found for #820: "954925394374".NM02.
  0 records found for #821: "954925394375".NM02.
  1 records found for #823: "954925394378".NM02.
  1 records found for #825: "954925394379".NM02.
  1 records found for #827: "954925394380".NM02.
  1 records found for #829: "954925394381".NM02.
  1 records found for #831: "954925394382".NM02.
  1 records found for #833: "954925394383".NM02.
  1 records found for #835: "954925394384".NM02.
  1 records found for #837: "954925394385".NM02.
  1 records found for #839: "954925394386".NM02.
  1 records found for #841: "954925394387".NM02.
  1 records found for #843: "954925394389".NM02.
  1 records found for #845: "954925394390".NM02.
  1 records found for #847: "954925395391".NM02.
  1 records found for #849: "954925395393".NM02.
  1 records found for #851: "954925395394".NM02.
  1 records found for #853: "954925395395".NM02.
  1 records found for #855: "954925395396".NM02.
  1 records found for #857: "954925395397".NM02.
  1 records found for #859: "954925395398".NM02.
  1 records found for #861: "954925395400".NM02.
  1 records found for #863: "954925395402".NM02.
  1 records found for #865: "954925395403".NM02.
  1 records found for #867: "954925395405".NM02.
  1 records found for #869: "954925395406".NM02.
  1 records found for #871: "954925395407".NM02.
  1 records found for #873: "954925395409".NM02.
  1 records found for #875: "954925395410".NM02.
  1 records found for #877: "954925395411".NM02.
  1 records found for #879: "954925395412".NM02.
  1 records found for #881: "954925395413".NM02.
  1 records found for #883: "954925395414".NM02.
  1 records found for #885: "954925395415".NM02.
  1 records found for #887: "954925395416".NM02.
  1 records found for #889: "954925395417".NM02.
  1 records found for #891: "954925395418".NM02.
  1 records found for #893: "954925396419".NM02.
  1 records found for #895: "954925396420".NM02.
  1 records found for #897: "954925396421".NM02.
  1 records found for #899: "954925396422".NM02.
  1 records found for #901: "954925396423".NM02.
  1 records found for #2: "954925396424".NM02.
  1 records found for #4: "954925396425".NM02.
  1 records found for #6: "954925396426".NM02.
  1 records found for #8: "954925396427".NM02.
  1 records found for #10: "954925396428".NM02.
  1 records found for #12: "954925396430".NM02.
  1 records found for #14: "954925396431".NM02.
  1 records found for #16: "954925396432".NM02.
  1 records found for #18: "954925396433".NM02.
  1 records found for #20: "954925396434".NM02.
  1 records found for #22: "954925396435".NM02.
  1 records found for #24: "954925396436".NM02.
  1 records found for #26: "954925396438".NM02.
  1 records found for #28: "954925396439".NM02.
  1 records found for #30: "954925396440".NM02.
  1 records found for #32: "954925396441".NM02.
  1 records found for #34: "954925396443".NM02.
  1 records found for #36: "954925396444".NM02.
  1 records found for #38: "954925396445".NM02.
  1 records found for #40: "954925397446".NM02.
  1 records found for #42: "954925397447".NM02.
  1 records found for #44: "954925397449".NM02.
  1 records found for #46: "954925397450".NM02.
  1 records found for #48: "954925397451".NM02.
  1 records found for #50: "954925397452".NM02.
  1 records found for #52: "954925397453".NM02.
  1 records found for #54: "954925397454".NM02.
  1 records found for #56: "954925397455".NM02.
  1 records found for #58: "954925397456".NM02.
  1 records found for #60: "954925397458".NM02.
  1 records found for #62: "954925397459".NM02.
  1 records found for #64: "954925397460".NM02.
  1 records found for #66: "954925397461".NM02.
  1 records found for #68: "954925397462".NM02.
  1 records found for #70: "954925397463".NM02.
  1 records found for #72: "954925397464".NM02.
  1 records found for #74: "954925397465".NM02.
  1 records found for #76: "954925397466".NM02.
  1 records found for #78: "954925397468".NM02.
  1 records found for #80: "954925397470".NM02.
  1 records found for #82: "954925397471".NM02.
  1 records found for #84: "954925397472".NM02.
  1 records found for #86: "954925397473".NM02.
  1 records found for #88: "954925398476".NM02.
  1 records found for #90: "954925398477".NM02.
  1 records found for #92: "954925398478".NM02.
  1 records found for #94: "954925398479".NM02.
  1 records found for #96: "954925398480".NM02.
  1 records found for #98: "954925398482".NM02.
  1 records found for #100: "954925398484".NM02.
  1 records found for #102: "954925398485".NM02.
  1 records found for #104: "954925398486".NM02.
  1 records found for #106: "954925398487".NM02.
  1 records found for #108: "954925398488".NM02.
  1 records found for #110: "954925398489".NM02.
  1 records found for #112: "954925398490".NM02.
  1 records found for #114: "954925398491".NM02.
  1 records found for #116: "954925398493".NM02.
  1 records found for #118: "954925398494".NM02.
  1 records found for #120: "954925398495".NM02.
  1 records found for #122: "954925398496".NM02.
  1 records found for #124: "954925398497".NM02.
  1 records found for #126: "954925398498".NM02.
  1 records found for #128: "954925398499".NM02.
  1 records found for #130: "954925399500".NM02.
  1 records found for #132: "954925399501".NM02.
  1 records found for #134: "954925399503".NM02.
  1 records found for #136: "954925399504".NM02.
  1 records found for #138: "954925399505".NM02.
  1 records found for #140: "954925399506".NM02.
  1 records found for #142: "954925399507".NM02.
  1 records found for #144: "954925399508".NM02.
  1 records found for #146: "954925399509".NM02.
  1 records found for #148: "954925399510".NM02.
  1 records found for #150: "954925399511".NM02.
  1 records found for #152: "954925399512".NM02.
  1 records found for #154: "954925399513".NM02.
  1 records found for #156: "954925399514".NM02.
  0 records found for #157: "954925399515".NM02.
  0 records found for #158: "954925399516".NM02.
  1 records found for #160: "954925399517".NM02.
  1 records found for #162: "954925399518".NM02.
  1 records found for #164: "954925399520".NM02.
  1 records found for #166: "954925399521".NM02.
  1 records found for #168: "954925399522".NM02.
  1 records found for #170: "954925399523".NM02.
  1 records found for #172: "954925399524".NM02.
  1 records found for #174: "954925399526".NM02.
  1 records found for #176: "954925399527".NM02.
  1 records found for #178: "954925400529".NM02.
  1 records found for #180: "954925400530".NM02.
  1 records found for #182: "954925400531".NM02.
  1 records found for #184: "954925400532".NM02.
  1 records found for #186: "954925400533".NM02.
  1 records found for #188: "954925400534".NM02.
  1 records found for #190: "954925400535".NM02.
  1 records found for #192: "954925400536".NM02.
  1 records found for #194: "954925400537".NM02.
  1 records found for #196: "954925400538".NM02.
  1 records found for #198: "954925400539".NM02.
  1 records found for #200: "954925400540".NM02.
  1 records found for #202: "954925400541".NM02.
  1 records found for #204: "954925400543".NM02.
  1 records found for #206: "954925400544".NM02.
  1 records found for #208: "954925400545".NM02.
  1 records found for #210: "954925400547".NM02.
  1 records found for #212: "954925400550".NM02.
  1 records found for #214: "954925400551".NM02.
  0 records found for #215: "954925400552".NM02.
  1 records found for #217: "954925400553".NM02.
  1 records found for #219: "954925400554".NM02.
  1 records found for #221: "954925401555".NM02.
  1 records found for #223: "954925401556".NM02.
  1 records found for #225: "954925401558".NM02.
  1 records found for #227: "954925401559".NM02.
  1 records found for #229: "954925401560".NM02.
  1 records found for #231: "954925401561".NM02.
  1 records found for #233: "954925401562".NM02.
  1 records found for #235: "954925401563".NM02.
  1 records found for #237: "954925401564".NM02.
  1 records found for #239: "954925401565".NM02.
  1 records found for #241: "954925401567".NM02.
  1 records found for #243: "954925401568".NM02.
  1 records found for #245: "954925401569".NM02.
  1 records found for #247: "954925401571".NM02.
  1 records found for #249: "954925401572".NM02.
  1 records found for #251: "954925401575".NM02.
  1 records found for #253: "954925401576".NM02.
  1 records found for #255: "954925401577".NM02.
  1 records found for #257: "954925401578".NM02.
  1 records found for #259: "954925401579".NM02.
  1 records found for #261: "954925401580".NM02.
  1 records found for #263: "954925401582".NM02.
  1 records found for #265: "954925402583".NM02.
  1 records found for #267: "954925402584".NM02.
  1 records found for #269: "954925402586".NM02.
  1 records found for #271: "954925402588".NM02.
  1 records found for #273: "954925402589".NM02.
  1 records found for #275: "954925402590".NM02.
  1 records found for #277: "954925402592".NM02.
  1 records found for #279: "954925402594".NM02.
  1 records found for #281: "954925402595".NM02.
  1 records found for #283: "954925402596".NM02.
  1 records found for #285: "954925402597".NM02.
  1 records found for #287: "954925402598".NM02.
  1 records found for #289: "954925402599".NM02.
  1 records found for #291: "954925402600".NM02.
  1 records found for #293: "954925402602".NM02.
  1 records found for #295: "954925402603".NM02.
  1 records found for #297: "954925402604".NM02.
  1 records found for #299: "954925402606".NM02.
  1 records found for #301: "954925402607".NM02.
  1 records found for #303: "954925402608".NM02.
  1 records found for #305: "954925402609".NM02.
  1 records found for #307: "954925402610".NM02.
  1 records found for #309: "954925402611".NM02.
  1 records found for #311: "954925403612".NM02.
  1 records found for #313: "954925403613".NM02.
  1 records found for #315: "954925403615".NM02.
  1 records found for #317: "954925403616".NM02.
  1 records found for #319: "954925403617".NM02.
  1 records found for #321: "954925403618".NM02.
  1 records found for #323: "954925403619".NM02.
  1 records found for #325: "954925403620".NM02.
  1 records found for #327: "954925403621".NM02.
  1 records found for #329: "954925403622".NM02.
  1 records found for #331: "954925403623".NM02.
  1 records found for #333: "954925403624".NM02.
  1 records found for #335: "954925403625".NM02.
  1 records found for #337: "954925403626".NM02.
  1 records found for #339: "954925403627".NM02.
  1 records found for #341: "954925403628".NM02.
  1 records found for #343: "954925403629".NM02.
  1 records found for #345: "954925403630".NM02.
  1 records found for #347: "954925403631".NM02.
  1 records found for #349: "954925403632".NM02.
  1 records found for #351: "954925403633".NM02.
  1 records found for #353: "954925403634".NM02.
  1 records found for #355: "954925403635".NM02.
  1 records found for #357: "954925403636".NM02.
  1 records found for #359: "954925403637".NM02.
  1 records found for #361: "954925403638".NM02.
  1 records found for #363: "954925404640".NM02.
  1 records found for #365: "954925404641".NM02.
  0 records found for #366: "954925404642".NM02.
  1 records found for #368: "954925404644".NM02.
  0 records found for #369: "954925404645".NM02.
  1 records found for #371: "954925404646".NM02.
  0 records found for #372: "954925404648".NM02.
  1 records found for #374: "954925404649".NM02.
  1 records found for #376: "954925404650".NM02.
  1 records found for #378: "954925404651".NM02.
  1 records found for #380: "954925404652".NM02.
  1 records found for #382: "954925404653".NM02.
  1 records found for #384: "954925404654".NM02.
  1 records found for #386: "954925404655".NM02.
  1 records found for #388: "954925404658".NM02.
  1 records found for #390: "954925404659".NM02.
  1 records found for #392: "954925404660".NM02.
  1 records found for #394: "954925404661".NM02.
  1 records found for #396: "954925404662".NM02.
  1 records found for #398: "954925404663".NM02.
  1 records found for #400: "954925404664".NM02.
  1 records found for #402: "954925404665".NM02.
  1 records found for #404: "954925405666".NM02.
  1 records found for #406: "954925405667".NM02.
  1 records found for #408: "954925405668".NM02.
  1 records found for #410: "954925405669".NM02.
  1 records found for #412: "954925405670".NM02.
  1 records found for #414: "954925405671".NM02.
  1 records found for #416: "954925405672".NM02.
  1 records found for #418: "954925405673".NM02.
  1 records found for #420: "954925405674".NM02.
  1 records found for #422: "954925405675".NM02.
  1 records found for #424: "954925405676".NM02.
  1 records found for #426: "954925405677".NM02.
  1 records found for #428: "954925405678".NM02.
  1 records found for #430: "954925405679".NM02.
  1 records found for #432: "954925405680".NM02.
  1 records found for #434: "954925405681".NM02.
  1 records found for #436: "954925405682".NM02.
  1 records found for #438: "954925405683".NM02.
  1 records found for #440: "954925405684".NM02.
  1 records found for #442: "954925405685".NM02.
  1 records found for #444: "954925405687".NM02.
  1 records found for #446: "954925405688".NM02.
  1 records found for #448: "954925405689".NM02.
  1 records found for #450: "954925405690".NM02.
  1 records found for #452: "954925405691".NM02.
  1 records found for #454: "954925405692".NM02.
  1 records found for #456: "954925406694".NM02.
  1 records found for #458: "954925406700".NM02.
  1 records found for #460: "954925406701".NM02.
  1 records found for #462: "954925406702".NM02.
  1 records found for #464: "954925406705".NM02.
  1 records found for #466: "954925406706".NM02.
  1 records found for #468: "954925406707".NM02.
  1 records found for #470: "954925406708".NM02.
  1 records found for #472: "954925406709".NM02.
  1 records found for #474: "954925406710".NM02.
  1 records found for #476: "954925406711".NM02.
  1 records found for #478: "954925406712".NM02.
  1 records found for #480: "954925406713".NM02.
  1 records found for #482: "954925406714".NM02.
  1 records found for #484: "954925406715".NM02.
  1 records found for #486: "954925406716".NM02.
  0 records found for #487: "954925406718".NM02.
  1 records found for #489: "954925406719".NM02.
  1 records found for #491: "954925406720".NM02.
  1 records found for #493: "954925407721".NM02.
  1 records found for #495: "954925407722".NM02.
  1 records found for #497: "954925407723".NM02.
  1 records found for #499: "954925407724".NM02.
  1 records found for #501: "954925407725".NM02.
  1 records found for #503: "954925407726".NM02.
  1 records found for #505: "954925407727".NM02.
  1 records found for #507: "954925407728".NM02.
  1 records found for #509: "954925407729".NM02.
  1 records found for #511: "954925407730".NM02.
  1 records found for #513: "954925407731".NM02.
  1 records found for #515: "954925407732".NM02.
  1 records found for #517: "954925407733".NM02.
  1 records found for #519: "954925407734".NM02.
  1 records found for #521: "954925407735".NM02.
  1 records found for #523: "954925407736".NM02.
  1 records found for #525: "954925407737".NM02.
  1 records found for #527: "954925407738".NM02.
  1 records found for #529: "954925407739".NM02.
  1 records found for #531: "954925407740".NM02.
  1 records found for #533: "954925407741".NM02.
  1 records found for #535: "954925407742".NM02.
  1 records found for #537: "954925407743".NM02.
  1 records found for #539: "954925407744".NM02.
  1 records found for #541: "954925407745".NM02.
  1 records found for #543: "954925407746".NM02.
  1 records found for #545: "954925407747".NM02.
  1 records found for #547: "954925408749".NM02.
  1 records found for #549: "954925408750".NM02.
  1 records found for #551: "954925408751".NM02.
  1 records found for #553: "954925408752".NM02.
  1 records found for #555: "954925408753".NM02.
  1 records found for #557: "954925408754".NM02.
  1 records found for #559: "954925408756".NM02.
  1 records found for #561: "954925408757".NM02.
  1 records found for #563: "954925408759".NM02.
  1 records found for #565: "954925408760".NM02.
  1 records found for #567: "954925408761".NM02.
  1 records found for #569: "954925408762".NM02.
  1 records found for #571: "954925408763".NM02.
  1 records found for #573: "954925408764".NM02.
  1 records found for #575: "954925408765".NM02.
  0 records found for #576: "954925408766".NM02.
  1 records found for #578: "954925408767".NM02.
  1 records found for #580: "954925408768".NM02.
  1 records found for #582: "954925408769".NM02.
  1 records found for #584: "954925408770".NM02.
  1 records found for #586: "954925408771".NM02.
  1 records found for #588: "954925408772".NM02.
  1 records found for #590: "954925408774".NM02.
  1 records found for #592: "954925409775".NM02.
  1 records found for #594: "954925409776".NM02.
  1 records found for #596: "954925409777".NM02.
  0 records found for #597: "954925409778".NM02.
  0 records found for #598: "954925409779".NM02.
  1 records found for #600: "954925409780".NM02.
  1 records found for #602: "954925409781".NM02.
  1 records found for #604: "954925409782".NM02.
  0 records found for #605: "954925409783".NM02.
  1 records found for #607: "954925409784".NM02.
  1 records found for #609: "954925409785".NM02.
  1 records found for #611: "954925409787".NM02.
  1 records found for #613: "954925409788".NM02.
  0 records found for #614: "954925409789".NM02.
  1 records found for #616: "954925409792".NM02.
  1 records found for #618: "954925409793".NM02.
  1 records found for #620: "954925409794".NM02.
  1 records found for #622: "954925409795".NM02.
  1 records found for #624: "954925409796".NM02.
  1 records found for #626: "954925409797".NM02.
  1 records found for #628: "954925409798".NM02.
  1 records found for #630: "954925409799".NM02.
  1 records found for #632: "954925409800".NM02.
  1 records found for #634: "954925409801".NM02.
  1 records found for #636: "954925410802".NM02.
  1 records found for #638: "954925410803".NM02.
  1 records found for #640: "954925410804".NM02.
  1 records found for #642: "954925410805".NM02.
  1 records found for #644: "954925410806".NM02.
  1 records found for #646: "954925410807".NM02.
  1 records found for #648: "954925410808".NM02.
  1 records found for #650: "954925410809".NM02.
  1 records found for #652: "954925410810".NM02.
  1 records found for #654: "954925410812".NM02.
  1 records found for #656: "954925410813".NM02.
  1 records found for #658: "954925410814".NM02.
  1 records found for #660: "954925410815".NM02.
  1 records found for #662: "954925410816".NM02.
  1 records found for #664: "954925410817".NM02.
  1 records found for #666: "954925410818".NM02.
  1 records found for #668: "954925410819".NM02.
  1 records found for #670: "954925410820".NM02.
  1 records found for #672: "954925410821".NM02.
  1 records found for #674: "954925410822".NM02.
  1 records found for #676: "954925410823".NM02.
  1 records found for #678: "954925410824".NM02.
  1 records found for #680: "954925410825".NM02.
  1 records found for #682: "954925410826".NM02.
  1 records found for #684: "954925410827".NM02.
  1 records found for #686: "954925411828".NM02.
  1 records found for #688: "954925411829".NM02.
  1 records found for #690: "954925411830".NM02.
  1 records found for #692: "954925411831".NM02.
  1 records found for #694: "954925411832".NM02.
  1 records found for #696: "954925411833".NM02.
  1 records found for #698: "954925411834".NM02.
  1 records found for #700: "954925411835".NM02.
  1 records found for #702: "954925411836".NM02.
  1 records found for #704: "954925411837".NM02.
  1 records found for #706: "954925411838".NM02.
  1 records found for #708: "954925411839".NM02.
  1 records found for #710: "954925411840".NM02.
  1 records found for #712: "954925411841".NM02.
  2 records found for #714: "954925411842".NM02.
  1 records found for #716: "954925411843".NM02.
  1 records found for #718: "954925411844".NM02.
  1 records found for #720: "954925411845".NM02.
  1 records found for #722: "954925411846".NM02.
  1 records found for #724: "954925411847".NM02.
  1 records found for #726: "954925411849".NM02.
  1 records found for #728: "954925411850".NM02.
  1 records found for #730: "954925411851".NM02.
  1 records found for #732: "954925411852".NM02.
  1 records found for #734: "954925412854".NM02.
  1 records found for #736: "954925412855".NM02.
  1 records found for #738: "954925412856".NM02.
  1 records found for #740: "954925412857".NM02.
  1 records found for #742: "954925412858".NM02.
  1 records found for #744: "954925412860".NM02.
  1 records found for #746: "954925412861".NM02.
  1 records found for #748: "954925412862".NM02.
  1 records found for #750: "954925412864".NM02.
  1 records found for #752: "954925412865".NM02.
  1 records found for #754: "954925412866".NM02.
  1 records found for #756: "954925412867".NM02.
  1 records found for #758: "954925412868".NM02.
  1 records found for #760: "954925412869".NM02.
  1 records found for #762: "954925412870".NM02.
  1 records found for #764: "954925412871".NM02.
  1 records found for #766: "954925412872".NM02.
  1 records found for #768: "954925412873".NM02.
  1 records found for #770: "954925412874".NM02.
  1 records found for #772: "954925412875".NM02.
  1 records found for #774: "954925412876".NM02.
  1 records found for #776: "954925412877".NM02.
  1 records found for #778: "954925413878".NM02.
  1 records found for #780: "954925413879".NM02.
  1 records found for #782: "954925413880".NM02.
  1 records found for #784: "954925413881".NM02.
  1 records found for #786: "954925413882".NM02.
  1 records found for #788: "954925413883".NM02.
  1 records found for #790: "954925413884".NM02.
  1 records found for #792: "954925413885".NM02.
  1 records found for #794: "954925413886".NM02.
  1 records found for #796: "954925413887".NM02.
  1 records found for #798: "954925413888".NM02.
  1 records found for #800: "954925413889".NM02.
  1 records found for #802: "954925413890".NM02.
  1 records found for #804: "954925413891".NM02.
  1 records found for #806: "954925413892".NM02.
  1 records found for #808: "954925413893".NM02.
  1 records found for #810: "954925413894".NM02.
  1 records found for #812: "954925413895".NM02.
  1 records found for #814: "954925413896".NM02.
  1 records found for #816: "954925413898".NM02.
  1 records found for #818: "954925413899".NM02.
  1 records found for #820: "954925413900".NM02.
  1 records found for #822: "954925413901".NM02.
  1 records found for #824: "954925413902".NM02.
  1 records found for #826: "954925414903".NM02.
  1 records found for #828: "954925414904".NM02.
  1 records found for #830: "954925414905".NM02.
  1 records found for #832: "954925414906".NM02.
  1 records found for #834: "954925414907".NM02.
  1 records found for #836: "954925414908".NM02.
  1 records found for #838: "954925414909".NM02.
  1 records found for #840: "954925414910".NM02.
  1 records found for #842: "954925414911".NM02.
  1 records found for #844: "954925414912".NM02.
  1 records found for #846: "954925414913".NM02.
  1 records found for #848: "954925414914".NM02.
  1 records found for #850: "954925414915".NM02.
  1 records found for #852: "954925414916".NM02.
  1 records found for #854: "954925414917".NM02.
  1 records found for #856: "954925414918".NM02.
  1 records found for #858: "954925414919".NM02.
  1 records found for #860: "954925414920".NM02.
  1 records found for #862: "954925414921".NM02.
  1 records found for #864: "954925414922".NM02.
  1 records found for #866: "954925414923".NM02.
  1 records found for #868: "954925414924".NM02.
  1 records found for #870: "954925414925".NM02.
  1 records found for #872: "954925414926".NM02.
  1 records found for #874: "954925414927".NM02.
  1 records found for #876: "954925414928".NM02.
  1 records found for #878: "954925414929".NM02.
  1 records found for #880: "954925415930".NM02.
  1 records found for #882: "954925415931".NM02.
  1 records found for #884: "954925415932".NM02.
  0 records found for #885: "954925415933".NM02.
  1 records found for #887: "954925415934".NM02.
  1 records found for #889: "954925415935".NM02.
  1 records found for #891: "954925415936".NM02.
  1 records found for #893: "954925415937".NM02.
  1 records found for #895: "954925415938".NM02.
  1 records found for #897: "954925415939".NM02.
  1 records found for #899: "954925415940".NM02.
  0 records found for #900: "954925415941".NM02.
  1 records found for #2: "954925415942".NM02.
  1 records found for #4: "954925415943".NM02.
  1 records found for #6: "954925415944".NM02.
  1 records found for #8: "954925415945".NM02.
  1 records found for #10: "954925415946".NM02.
  1 records found for #12: "954925415947".NM02.
  1 records found for #14: "954925415948".NM02.
  1 records found for #16: "954925415949".NM02.
  1 records found for #18: "954925415950".NM02.
  1 records found for #20: "954925415951".NM02.
  1 records found for #22: "954925415952".NM02.
  1 records found for #24: "954925415953".NM02.
  1 records found for #26: "954925415954".NM02.
  1 records found for #28: "954925416955".NM02.
  1 records found for #30: "954925416956".NM02.
  1 records found for #32: "954925416957".NM02.
  1 records found for #34: "954925416958".NM02.
  1 records found for #36: "954925416959".NM02.
  1 records found for #38: "954925416960".NM02.
  1 records found for #40: "954925416961".NM02.
  1 records found for #42: "954925416962".NM02.
  1 records found for #44: "954925416963".NM02.
  1 records found for #46: "954925416964".NM02.
  1 records found for #48: "954925416965".NM02.
  1 records found for #50: "954925416966".NM02.
  1 records found for #52: "954925416967".NM02.
  1 records found for #54: "954925416968".NM02.
  1 records found for #56: "954925416969".NM02.
  1 records found for #58: "954925416970".NM02.
  1 records found for #60: "954925416971".NM02.
  1 records found for #62: "954925416972".NM02.
  1 records found for #64: "954925416973".NM02.
  1 records found for #66: "954925416974".NM02.
  1 records found for #68: "954925416975".NM02.
  1 records found for #70: "954925416976".NM02.
  1 records found for #72: "954925416977".NM02.
  1 records found for #74: "954925416978".NM02.
  1 records found for #76: "954925416979".NM02.
  1 records found for #78: "954925416980".NM02.
  1 records found for #80: "954925416981".NM02.
  1 records found for #82: "954925417000".NM02.
  1 records found for #84: "954925417001".NM02.
  1 records found for #86: "954925417002".NM02.
  1 records found for #88: "954925417004".NM02.
  1 records found for #90: "954925417005".NM02.
  1 records found for #92: "954925417006".NM02.
  1 records found for #94: "954925417007".NM02.
  1 records found for #96: "954925417008".NM02.
  1 records found for #98: "954925417982".NM02.
  1 records found for #100: "954925417983".NM02.
  1 records found for #102: "954925417984".NM02.
  1 records found for #104: "954925417985".NM02.
  1 records found for #106: "954925417986".NM02.
  1 records found for #108: "954925417987".NM02.
  1 records found for #110: "954925417988".NM02.
  1 records found for #112: "954925417989".NM02.
  1 records found for #114: "954925417990".NM02.
  1 records found for #116: "954925417991".NM02.
  1 records found for #118: "954925417992".NM02.
  1 records found for #120: "954925417993".NM02.
  1 records found for #122: "954925417994".NM02.
  1 records found for #124: "954925417995".NM02.
  1 records found for #126: "954925417996".NM02.
  1 records found for #128: "954925417997".NM02.
  1 records found for #130: "954925417998".NM02.
  1 records found for #132: "954925417999".NM02.
  1 records found for #134: "954925418009".NM02.
  1 records found for #136: "954925418010".NM02.
  1 records found for #138: "954925418011".NM02.
  1 records found for #140: "954925418012".NM02.
  1 records found for #142: "954925418013".NM02.
  1 records found for #144: "954925418014".NM02.
